0.754063 0.109678 0.638792
0.558257 0.299908 1.04016
0.61566 -0.137949 -0.360627
0.416201 0.151191 0.534002
0.497162 0.511548 1.50054
0.594981 -0.325645 -1.15408
0.404353 0.00171569 -0.398048
0.675398 0.386234 1.11254
0.753798 0.212115 0.775112
0.614777 0.246975 0.668849
0.737273 0.244797 0.595357
0.954508 -0.0241436 0.129261
0.11387 0.163317 0.311166
0.12162 0.0686715 -0.538206
-0.273005 0.311276 -1.85891
-0.24281 0.150093 -0.441351
-0.831759 0.167997 0.116779
-0.284688 0.0471775 -0.40627
0.780182 0.213898 0.764659
0.460417 0.304848 1.1158
0.110224 -0.570516 -2.16499
-0.686301 0.286611 -0.577016
-0.836446 0.0367385 0.193123
-0.496633 -0.449937 1.1882
-0.427687 0.490334 -1.15435
-0.764462 -0.0554308 0.121415
0.932615 0.035068 0.211924
0.41607 0.615793 1.6129
0.479498 -0.291597 -0.687593
0.233804 0.586372 2.20521
0.14548 -0.629951 -2.18213
-0.556818 0.508503 -1.0731
-0.316084 0.142627 -0.636463
-0.785212 0.0207219 0.225717
-0.356136 0.218069 0.0798576
0.696843 0.0784675 0.259667
0.806883 0.280746 0.779802
0.578301 0.377384 1.09963
0.730105 0.173361 0.613908
0.623061 -0.236436 -0.758774
0.347565 0.37969 1.53841
0.614855 -0.216036 -0.441937
0.579926 -0.384679 -1.25678
0.755837 0.339008 0.924632
0.229849 -0.123588 -0.82586
0.547699 0.586236 1.50332
0.556327 0.450957 1.29881
0.722683 -0.418981 -0.840402
0.400591 0.330043 0.89753
0.420346 0.0249297 -0.349759
0.276192 -0.220234 -1.29064
0.240874 0.556768 2.03057
0.472815 0.31497 1.29978
0.648099 0.404099 1.22126
0.306867 -0.383767 -1.86545
-0.361696 0.554867 -1.27532
-0.221666 -0.393907 1.96593
-0.205372 0.0246574 0.641282
0.30376 0.564136 2.08028
0.768842 0.115194 0.601311
0.341276 0.0263545 0.132303
0.697552 0.258922 0.925654
0.781755 -0.131182 -0.268897
0.51384 0.479862 1.34718
0.58578 0.400019 1.19059
0.706247 -0.245522 -0.509288
0.690985 0.196323 0.324741
0.778766 -0.382369 -0.844514
0.62558 0.312863 0.594516
0.623227 -0.049258 -0.293107
0.398909 0.388121 0.397439
-0.0343889 0.535879 0.301225
0.210866 0.480573 0.589173
0.208379 0.441023 -0.288587
-0.233095 0.451706 1.23689
0.47875 0.0917988 0.0971555
0.667595 -0.348397 -0.994578
0.041541 0.385485 -0.0663677
0.785899 -0.0603411 -0.0287951
0.420263 0.543253 1.84273
0.797568 0.201403 0.521545
0.640654 0.398969 0.715285
0.686672 0.316267 0.958802
0.571149 0.0829815 0.401908
0.768819 0.179744 0.531469
-0.000130324 -0.0239241 0.0347932
6.99915e-07 3.36399e-05 5.34342e-08
-1.3427e-10 4.10977e-10 -2.47186e-10
-1.30308e-07 7.90808e-05 7.95709e-06
1.27905e-08 -5.70926e-08 -4.60072e-09
8.89555e-09 -5.3485e-08 4.94926e-09
8.77408e-09 -4.98793e-08 1.00821e-08
8.73387e-09 -4.9808e-08 9.97311e-09
-nan -nan -nan
-1.30308e-07 7.90808e-05 7.95709e-06
1.83145e-05 7.82029e-06 -0.00126281
0.41514 0.177118 0.617785
-6.64882e-05 -6.21535e-05 1.6468e-05
-1.57574e-08 -1.79279e-08 3.02257e-08
0.41514 0.177118 0.617785
0.375516 0.334314 0.834996
0.16881 0.294266 1.23563
-3.81755e-05 -2.79526e-05 3.5686e-05
4.16327e-09 6.77762e-10 -6.9816e-09
4.50793e-09 5.19529e-10 -6.8279e-09
0.521546 0.422361 1.10024
0.61309 0.252974 0.935808
0.635079 0.0113568 0.12128
0.761708 0.166495 0.467342
0.387177 0.189342 1.20379
0.84024 -0.293036 -0.316762
0.0365145 0.238218 2.10776
-0.202548 -0.474288 1.56884
-0.607423 -0.127879 0.202249
0.139893 -0.531331 -2.01322
0.349975 -0.119376 -0.158988
0.580653 0.344777 1.05381
0.520579 -0.312735 -0.882391
0.160348 0.33422 1.85077
0.830835 -0.0936138 0.0251438
0.643734 0.241745 1.0809
0.661785 0.350048 0.784434
0.370261 -0.288681 -1.69583
0.704632 0.0818275 0.124758
0.628811 -0.165056 0.133456
7.10893e-07 3.35618e-05 1.39785e-07
0.66609 0.0170606 0.253155
0.334356 0.351909 1.67823
0.122994 -0.475646 -1.78724
0.0860262 0.311789 2.11963
0.54063 0.132884 0.54839
0.939209 -0.221091 -0.303425
0.160144 0.203884 1.21199
0.502965 0.0325244 0.565502
0.558606 -0.280866 -0.277458
0.310545 0.366233 1.13743
0.452451 0.349398 1.12876
0.445299 0.340305 1.15977
0.568236 -0.116057 -0.00727512
0.473795 0.367438 1.22114
0.351073 -0.0477844 -0.457952
-0.0945897 0.00187507 -0.692573
0.52087 0.353982 1.14708
0.17406 0.322362 1.3339
0.440023 -0.426147 -1.40667
0.328829 0.414695 1.8549
0.564529 -0.0030737 -0.0570868
0.268215 0.329279 1.77422
0.146491 0.0371739 2.1241
0.0593714 0.0135199 2.03005
-0.343754 -0.692035 1.01793
0.357448 0.315739 2.26037
-0.389259 -0.1001 0.430511
0.630925 -0.127845 0.141266
-0.0551615 -0.238032 1.72646
-0.102627 0.288182 -2.66995
0.0163893 -0.0600912 -0.042945
0.293688 0.139859 0.764624
0.325697 -0.00424786 0.183457
0.293688 0.139859 0.764624
0.37513 -0.0960709 0.199321
0.234248 0.244299 1.4407
0.310315 -0.389942 0.339637
-0.0355168 -0.421127 0.034756
0.178778 0.0602884 0.849123
0.506986 0.378687 1.29292
0.272016 0.0226157 -0.209258
0.539498 0.0404554 0.295364
0.607882 0.0879705 0.0334407
0.167638 0.261823 -0.0502337
0.516024 0.0098857 0.0288934
0.00451859 0.324922 -0.481443
0.286055 0.313158 0.574604
0.193234 -0.0429365 -0.252334
0.194896 0.11768 0.585387
0.448713 0.480407 1.42497
0.728432 0.336107 0.752752
0.751292 0.00347197 -0.0454479
0.191016 -0.111734 -0.248647
0.156429 0.0393034 0.0505297
0.526299 0.0153816 -0.183941
0.365625 0.240893 1.04903
0.276625 0.254713 1.23599
0.128523 -0.12827 -1.4254
0.49118 0.278183 1.27698
0.389006 0.134202 0.708096
0.228425 -0.0965077 -0.348893
0.33955 0.345203 1.03957
0.555297 -0.0210925 0.0384485
0.213808 0.356366 1.33421
0.191231 -0.285298 -1.79578
0.330699 0.415658 1.62255
0.42902 0.0867406 0.55802
0.305787 0.0442746 0.165494
0.448818 0.247899 0.775489
0.552179 -0.0542442 -0.0133043
0.218314 0.3066 1.16447
0.20176 -0.149322 -0.714758
0.446176 -0.211372 -0.305043
0.151446 0.0658849 0.159902
0.124835 0.244431 1.82346
0.858274 0.104351 0.373347
0.536823 0.524015 1.22454
0.346087 -0.304698 -1.25803
-0.438237 0.621135 -1.36946
-0.753345 -0.206 0.540468
-0.689981 -0.059407 0.3008
0.803681 0.215864 0.750426
0.757386 0.328257 0.897316
0.704855 -0.412541 -0.882297
0.119699 0.418117 2.62449
0.600393 -0.237109 -0.832777
0.518959 0.368388 1.21356
0.388548 -0.657341 -1.73741
0.835945 0.0453031 0.321666
0.215656 0.529709 2.0079
0.303696 0.0415992 0.216157
0.895319 0.2661 0.584377
0.790599 0.160468 0.622995
0.324434 0.207081 0.95921
0.909612 0.00225421 0.118842
0.690501 0.273419 0.772945
0.663351 0.300377 0.97689
0.0913928 -0.655106 -2.22106
0.534328 0.446236 1.30183
0.55711 0.20037 0.84551
0.92224 0.0314859 0.0916529
0.710625 0.28389 0.791993
0.286702 0.231047 0.949196
0.637814 0.484323 1.16813
-0.0738785 -0.729902 -2.06429
0.106387 0.157388 -0.298558
0.389892 -0.0110556 -0.144284
0.297278 0.508668 1.90716
0.338903 -0.133531 -0.754815
0.776743 0.180231 0.746591
0.612289 0.449834 1.21754
0.266385 0.549139 2.11998
-0.394987 0.220835 -0.544539
0.159011 -0.60861 -1.8748
0.419135 0.613692 1.73553
0.703563 -0.24881 -0.60029
-0.314418 0.554449 -1.67198
-0.441722 -0.0912844 0.0565537
-0.483798 -0.168483 1.03846
-0.641033 0.238055 -0.988229
-0.598069 0.196649 -0.986072
0.470461 0.206422 0.756273
0.565528 -0.204775 -0.440395
0.0153514 0.166818 1.75015
0.6388 -0.30659 -0.717371
0.496657 0.337222 0.902257
0.666096 0.192469 0.662233
0.826414 0.321576 0.621434
0.190737 -0.704254 -2.13876
0.267786 0.493062 2.02018
-0.0805647 0.199078 -2.03221
0.209243 0.0872631 0.65064
0.877945 -0.382965 -0.423844
-0.185057 0.29773 -2.02671
-0.530643 -0.119288 0.181159
-0.581674 -0.0484892 -0.0398202
-0.57302 -0.326972 0.892427
-0.379219 -0.073744 0.168899
0.321887 0.365807 1.68019
0.125295 -0.677887 -2.20071
-0.383082 0.124895 -0.475036
0.262023 -0.00876706 0.29579
0.0766389 0.125158 1.87687
0.362601 0.447326 1.78556
0.184431 -0.0850209 -0.712629
0.0433051 -0.0527615 0.487854
-0.0247172 0.0451281 -0.111762
0.0891278 -0.11544 0.131986
-0.266179 -0.063071 1.96861
0.0815608 0.295942 -0.319715
-0.188409 0.0326645 0.105561
-0.0986557 -0.155903 -0.332407
-0.104762 -0.18357 0.0604641
0.20283 -0.0171767 0.0718326
0.233323 0.0318149 0.0333211
0.216253 0.0301431 0.0439624
0.826442 0.184729 0.4763
0.643019 0.413246 0.82395
0.24163 0.01269 -0.688484
0.455033 0.562102 1.63659
0.429841 -0.0940034 0.307116
0.477426 -0.405811 -1.05357
-0.76301 0.259521 -0.508774
-0.242703 0.168274 -1.21465
-0.473075 -0.168734 0.510269
-0.656447 0.38712 -0.848626
-0.701218 0.285915 -0.748095
0.898839 0.0528989 0.267192
0.489694 0.515783 1.44187
0.523377 -0.408275 -0.999238
0.369115 0.56733 1.31046
0.590636 0.203996 0.905621
0.346216 0.498175 1.83299
-0.097488 -0.0823237 2.12709
-0.488901 0.37529 -1.35546
-0.7098 -0.212674 0.881545
-0.426571 0.48024 -1.35476
0.85949 0.257966 0.444122
0.601418 0.283142 0.614378
0.571264 0.251065 0.714179
0.529224 0.118301 0.346304
0.533906 0.351404 1.1862
0.857929 -0.042036 -0.0563285
0.461135 -0.212945 -0.309444
0.419175 -0.430217 -1.27308
0.178329 0.362588 2.03775
0.773057 0.276199 0.701403
0.571398 0.160823 0.294424
0.499372 0.0730678 0.302449
0.487402 0.502639 1.45444
0.409012 -0.0112054 -0.241075
0.0141928 0.107723 1.40917
0.510028 -0.463894 -1.48443
0.801644 0.212247 0.503724
0.304194 -0.567679 -1.90282
-0.246355 0.364825 -2.2388
0.73695 0.151279 0.700428
0.695095 0.210671 0.657626
0.186829 -0.0817214 -0.138084
0.671748 0.445499 1.17637
0.598209 0.28565 0.625036
0.713828 -0.2425 -0.289519
0.621126 0.31287 1.0629
0.0850289 -0.683631 -1.96736
0.539498 0.0404554 0.295364
0.650841 0.204271 0.753554
-0.00229007 0.132922 -1.58786
-0.13522 0.471468 -0.338769
-0.403899 0.0696517 -0.886146
-0.615384 -0.111182 0.157325
-0.00980351 -0.143739 0.687938
-0.143096 -0.411244 0.530525
-0.487164 0.0214614 0.928171
-0.44591 0.162305 0.398711
-0.152179 0.497549 -0.775015
-0.238949 0.414784 -0.780794
-0.339713 0.397001 -0.0129824
0.597964 0.0899332 0.354796
0.660067 0.263595 0.156753
0.467116 0.429581 0.640264
0.270401 0.249462 -0.143524
0.0676476 0.383713 -0.0472706
-0.118302 0.419623 -0.531445
-0.483494 0.0701796 0.141747
